anio,sup_bosque,perdida_bosque,bosque,bosque_seco,bosque_inundable,zona_pantanosa_o_pastizal_inundable,pastizal_herbazal,otras_formaciones_no_boscosas,pasto,agricultura,mosaico_agropecuario,playa,infraestructura_urbana,otra_area_sin_vegetacion,mineria,otra_area_natural_sin_vegetacion,rio_lago_u_oceano,departamento
2001,17.38400709302703,9.614943108348708,16.927237246323408,1.3862943611198906,16.336276186860722,13.793334476252232,8.834628222017367,7.48324441607385,5.332718793265369,-13.815510557964274,13.566806861612214,10.572546937566983,9.412872969386267,10.488130391904537,3.295836866004329,8.144969417087875,13.428024356360472,LORETO
2002,17.38355439481301,9.68349590375426,16.927903014789567,0.6931471805599453,16.335733915954776,13.783435612888619,11.250066077949793,7.499423290592229,4.564348191467836,1.0986122886681098,13.56283391657796,10.374709189708955,9.429234909000977,10.552055689698106,3.4011973816621555,8.127109185346375,13.429324410651153,LORETO
2003,17.38326713300495,9.228294232532278,16.927527144650902,-13.815510557964274,16.33714627767242,13.792096577575233,11.17147686677548,7.487173694213739,4.532599493153256,2.6390573296152584,13.562943345276581,10.365742488046086,9.44208681209766,10.687731503489951,3.912023005428146,8.142063283104147,13.403522219778765,LORETO
2004,17.382714052974812,9.882982758778768,16.92729192031284,-13.815510557964274,16.337133425093032,13.78259679412758,11.117405737207928,7.492203042618741,4.143134726391533,4.430816798843313,13.580983712094639,9.974830992604263,9.452109387413557,10.681687944129537,4.110873864173311,8.125039097367745,13.425462001783044,LORETO
2005,17.382064165589064,10.04367766410334,16.926344542300523,1.791759469228055,16.336399188278772,13.777794152772199,11.20625083702549,7.516977224604321,4.624972813284271,4.68213122712422,13.62627193332005,10.781702515558052,9.451952327573435,10.711502412115928,5.375278407684165,8.21959545417708,13.370148027786989,LORETO
2006,17.381707070779715,9.444376384456817,16.926277783538232,2.0794415416798357,16.336195785600502,13.780408630953891,11.133668893030196,7.560601162768557,4.624972813284271,6.96979066990159,13.632279787961231,10.549752747195942,9.467614782006539,8.216628493133443,5.332718793265369,8.148156439921625,8.79346036105272,LORETO
2007,17.381140073131693,9.906268182997492,16.926228268653727,1.9459101490553132,16.336591538596476,13.772300297138395,8.882530508433623,7.569927655242652,5.288267030694535,8.217978203150732,13.627152417607027,10.584966928228392,4.867534450455582,8.126813720726114,5.605802066295998,8.14757773620177,13.404009771741762,LORETO
2008,17.380418246552196,10.147053539025924,16.926062547543435,2.0794415416798357,16.33515207323665,13.78005227797421,11.184310280713785,7.662937850461535,5.1298987149230735,8.348774539791274,13.648981244675431,10.548389420468078,9.487441664883777,10.557945878480961,5.66988092298052,8.133587417660966,13.391677283229106,LORETO
2009,17.37961925053255,10.24786418126257,16.926105741086822,1.3862943611198906,16.3341885648419,13.775657885166554,11.155364414269119,7.701200180857446,6.98100574072173,8.626764827845529,13.656601575348773,10.49146864298082,9.505022884072709,10.698649658502804,5.68697535633982,8.112827478751374,13.398666959668715,LORETO
2010,17.378905357444864,10.134484981254118,16.925896397711433,-13.815510557964274,16.332193129654623,13.780236685777048,9.061956366209925,7.720461694599722,7.15305163493748,8.686429508661536,13.686884827166118,8.6020856584342,9.524493961633755,10.813196673044729,5.783825182329737,8.33302993974291,13.331252211270865,LORETO
2011,17.378301863088,9.96582975728566,16.924703383130524,-13.815510557964274,16.332152442434555,13.795254788014468,11.311433321100587,7.68017564043659,6.2285110035911835,9.012742727629712,13.684128853104443,10.176601523624978,9.554497291355943,10.661579421736455,5.3230099791384085,8.226305988015508,11.11171628752756,LORETO
2012,17.377364010580152,10.405915111061072,16.924025296245393,0.0,16.329547034501843,13.816001437463216,8.959697146959389,7.622663951323595,6.824373670043086,9.274816391160547,13.718346360530933,8.247482004285693,9.579694593071988,10.609575637228874,5.375278407684165,3.58351893845611,13.395529095565676,LORETO
2013,17.376545571757067,10.268842912416416,16.92377133069029,0.6931471805599453,16.327372380772516,13.817303948877028,11.266193378847401,7.540090320145325,7.1891677384203225,9.273221270015384,13.739470412673375,10.42480791339476,9.595058406939557,10.720775294568275,5.556828061699537,8.23827262463303,13.41152235868914,LORETO
2014,17.375477817654915,10.533813935825785,16.922835054690033,1.3862943611198906,16.326306502406943,13.842425090505156,11.19822841866684,7.518607216815252,7.341483852363161,9.35444071594994,13.755434598105337,8.090708716083997,9.61106090905359,10.61043901407247,5.69035945432406,5.802118375377063,13.417057805717931,LORETO
2015,17.374576775678662,10.363068617569072,16.922841896894727,1.0986122886681098,16.323122236650086,13.845795310232557,11.143686205266109,7.589841512182657,7.3833681469923835,9.37610901542907,13.781055749822178,11.02557219738938,9.629182277125986,10.57793599628853,6.230481447578482,5.786897381366708,13.3968826997048,LORETO
2016,17.37351869545517,10.52274865939799,16.923475201805793,1.6094379124341003,16.322168996290365,13.837187897477099,11.251080065868818,7.597897950521784,7.786136437783072,9.632203625893982,13.786038491961033,10.999947526636095,9.646851848489673,10.67763851724916,6.3473892096560105,5.808142489980444,13.376112173539276,LORETO
2017,17.372974804183055,9.856485563627919,16.922358713237386,0.6931471805599453,16.32169546146235,13.828984377006138,11.16816497547867,7.591357046698551,8.074960359115858,9.639652206558628,13.817751046195005,10.655163041535141,9.659694765654068,10.651548963973465,6.440946540632921,8.182559264068665,13.4232883739719,LORETO
2018,17.37222745417183,10.173624225734637,16.922810279256527,1.0986122886681098,16.32284563298768,13.817649269289893,11.154606312919007,7.60688453121963,7.515344571180436,9.66523036341187,13.813947336770438,10.744860753883362,9.691160293655768,10.892619740585417,6.625392368007956,8.280204233279974,13.387781435831442,LORETO
