anio,sup_bosque,perdida_bosque,bosque,bosque_seco,bosque_inundable,zona_pantanosa_o_pastizal_inundable,pastizal_herbazal,otras_formaciones_no_boscosas,pasto,agricultura,mosaico_agropecuario,playa,infraestructura_urbana,otra_area_sin_vegetacion,mineria,otra_area_natural_sin_vegetacion,rio_lago_u_oceano,departamento
2013,15.895393352277846,9.42550416957412,15.770385545362354,-13.815510557964274,13.861645772299916,9.829518032335953,3.871201010907891,7.174724309836376,9.591922539621015,-13.815510557964274,11.858322046612273,10.08138266037717,8.084254106307318,9.355133116877724,10.379908049577942,5.075173815233827,11.41592986564403,MADRE DE DIOS
2014,15.893421436276416,9.665657936963889,15.768951422723093,-13.815510557964274,13.851603307212145,9.946020083254831,8.508354242749032,4.859812404361672,9.714805812589491,-13.815510557964274,11.894528115813717,7.813187267521416,8.115819701211327,9.243678431586693,10.479201636203978,5.198497031265826,11.49961730290649,MADRE DE DIOS
2015,15.891190290403749,9.787066089518877,15.767787822422527,-13.815510557964274,13.847968067512808,9.93037288131751,8.512381634419015,7.215975002651466,9.772980154456345,-13.815510557964274,9.636392113692736,10.080629049288541,8.161660452056282,9.33300038471207,10.556463568406796,5.198497031265826,11.513944945123693,MADRE DE DIOS
2016,15.889048132981287,9.744177586450546,15.766234104015117,-13.815510557964274,13.848173275935592,9.962416620065415,8.513586695822125,7.261225091971921,9.739261284011265,-13.815510557964274,11.992922740962669,10.15467419487498,8.201111644442758,9.471550124096849,8.304742269640771,5.25227342804663,11.477412270468058,MADRE DE DIOS
2017,15.88606759530851,10.071906666660984,15.76577379001938,-13.815510557964274,13.837123310700338,10.025439663286875,6.210600077024653,7.331714969726466,9.810988418039205,-13.815510557964274,12.03638691931579,10.140297294614152,5.950642552587727,9.490846760678869,10.730662877319089,5.2574953720277815,11.469924013825526,MADRE DE DIOS
2018,15.883100517520127,10.064406703069647,15.763835075798527,-13.815510557964274,13.843943483926466,10.000478137849756,8.497398564088058,7.370230641807081,9.864330837334935,-13.815510557964274,9.750977193313803,10.177248169646864,8.312135107648412,9.406071615680055,10.798820189818805,5.25227342804663,11.469297453932011,MADRE DE DIOS
2019,15.88039276122745,9.970112021570873,15.762328723219502,-13.815510557964274,13.833475222731852,9.928570332903591,8.483636407887394,7.29505641646263,10.008793066681399,-13.815510557964274,9.800125039540974,10.261826111899026,8.35608503102148,9.377632889750377,10.869824801894419,5.267858159063328,11.525930531305098,MADRE DE DIOS
2020,15.877465982215929,10.04507695452412,15.764856654528344,-13.815510557964274,13.817191144986472,9.992276515350188,8.480321716640333,7.192182058713246,9.937937287265354,-13.815510557964274,9.814929525554337,10.035874540579453,8.395251520610994,9.5450252980233,10.963792044549187,5.062595033026967,11.47191595286965,MADRE DE DIOS
2021,15.874517855319885,10.04940702012154,15.762723001523014,-13.815510557964274,13.820446356843155,9.798293689657623,8.488587934405903,7.236339342754344,9.932317934204004,-13.815510557964274,12.155494884561202,10.17975472217261,8.458928283284262,9.662752677191515,11.038190661348592,5.062595033026967,9.153134898205403,MADRE DE DIOS
2022,15.87138910492017,10.10583230053555,15.761265552126547,-13.815510557964274,13.802811262166829,9.777016888482178,8.495356496807062,7.489412083508719,9.935276875025535,-13.815510557964274,12.221980442912015,10.153818163694302,8.493924564476883,9.673759873344903,11.196034262467789,5.170483995038151,11.49993140667477,MADRE DE DIOS
